Title,language_type,primary_genre,overview,vote_average,vote_count,popularity,is_popular
Bol Bachchan,Bollywood,Comedy,"Abbas Ali (Abhishek Bachchan) lives in Chandni Chowk, New Delhi with his sister Sania (Asin Thottumkal). They are legally fighting for an ancestral property— land case. But the odds turn against them and they lose. Their well wisher, Shastri Chacha, advises and convinces them to migrate to his village Ranakpur where he assures Abbas that he will get him a job at his owner's place. The owner being none other than the powerful Prithviraj Raghuvanshi (Ajay Devgn). Abbas enters Ranakpur village and while saving a child trapped inside a temple, he breaks open the lock of an ancestral temple but fate plays an important twist in Abbas' life as the whole village including Prithviraj's step-brother Vikrant opposes Abbas' actions but Prithviraj arrives and handles the situation.",5.9,53.0,4.343,0
3 Bachelors,Bollywood,Comedy,Story of 3 Bachelors wandering for girls,9.0,2.0,0.706,1
Cocktail,Bollywood,Romance,"A shy simple traditional girl leaves her family in India for her new husband in London, where she meets a shameless flirt and a complicated party girl.",6.3,98.0,8.798,0
Challo Driver,Bollywood,Romance,"Challo Driver is the story of Arjun Kapoor, a fiery young construction magnate and Tanya Malhotra, an arts graduate from Chandigarh — who unwittingly becomes his chauffeur. He has a penchant for firing drivers and she has a proclivity for quitting jobs until fate — and an unassuming bet — throws them into the deep end and they have to stick out together for a stipulated period of 6 months!",3.5,2.0,0.653,0
Mere Dost Picture Abhi Baki Hai,Bollywood,Comedy,"Picture Abhi Baki Hai is the journey of Amar Joshi (Sunil Shetty) who runs a video library in banaras and aspires to be a film maker. Despite facing objection from his father Amar Joshi decides to sell his video library and joins a film Institute in London.  After completing his course he lands in the city of dreams ""Mumbai"" to make his film. Suraj (Rajpal Yadav) is a struggling actor doing bit roles in T.V. serials, who Is Amar's only connection in Bollywood.  Amar Joshi starts his struggle to make his film by meeting different type of producers who have their own take on Amar's story. After many failed attempts He finally bumps into Monty Chadda (Rakesh Bedi) a P.R. Publicity man who sees good potential in Amar and decides to produce his film.  Amar &amp; Monty take help of star secretary Guptaji (Akhil Mishra) to convince Mohini (Udita Goswami) &amp; her starry mother Mummyji (Neena Gupta) who agrees to do the film.",3.5,2.0,0.749,0
Kyaa Super Kool Hain Hum,Bollywood,Drama,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,4.8,27.0,2.675,0
Aalaap,Bollywood,Drama,A rock band comprising four college students reaches a village controlled by Maoists. They decide to tackle them with the power of music instead of violence.,0.0,0.0,0.6,0
Jism 2,Bollywood,Thriller,"A porn star is hired by a dashing intelligence officer as a 'honey-trap' for a dreaded assassin. She not only has to confront her bitter-sweet past, but is also forced to make an impossible choice - one that will put her own life in jeopardy.",4.4,22.0,6.541,0
Ek Tha Tiger,Bollywood,Action,An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.,6.1,151.0,9.724,0
Shirin Farhad Ki Toh Nikal Padi,Bollywood,Romance,"Shirin Farhad Ki Toh Nikal Padi is a 2012 Bollywood romantic comedy film directed by Bela Bhansali Sehgal, starring Farah Khan, Boman Irani, Kavin Dave, Shammi, Kurush Deboo and Daisy Irani.",3.3,7.0,1.339,0
From Sydney with Love,Bollywood,Comedy,"A small town girl in West Bengal, India when she earned a scholarship from the prestigious University of New South Wales in Australia to pursue her master's degree in Economics with inevitable butterflies in her stomach.",0.0,0.0,0.6,0
Chal Pichchur Banate Hain,Bollywood,Drama,"Suraj has everything any young man would kill for–an MBA, a well-paid job and an offer from the UK. But his dream is to become a filmmaker, and so he says goodbye to his career. Disowned by his family and friends, Suraj starts out at the bottom, pasting movie posters on walls and also faces rejection from the industry as well. This movie follows his journey from being an MBA to a filmmaker.",0.0,0.0,0.6,0
Barfi!,Bollywood,Drama,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,7.5,279.0,8.31,1
Jeena Hai Toh Thok Daal,Bollywood,Drama,"Originating from the dark and gruesome underbelly of Bihar, Jeena Hai Toh Thok Daal is a story of the conscientious journey of four outlaws who set out to Mumbai for a mission. These four mercenaries who have grown up in the cradle of crime come from different age groups but are united in being the perfect hell raisers. Their freewheeling passion and addiction to thrill makes them take the route which very few can think of. In pursuit of one of such crimes, they set out to the city of dreams - Mumbai. Their ambitious plan comes to a screeching halt when one of them has a change of heart and their lives take an eventful turn.",0.0,0.0,0.6,0
Heroine,Bollywood,Drama,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,5.1,37.0,8.49,0
Kamaal Dhamaal Malamaal,Bollywood,Comedy,"Jhonny is often fooled by villagers as he is fit for nothing. He is in love with Maria but is often targeted by her brothers. Then enters Sam, who will be like a Samaritain to Jhonny's family.",4.3,5.0,1.88,0
English Vinglish,Bollywood,Comedy,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",7.2,225.0,9.819,1
Kismat Love Paisa Dilli,Bollywood,Crime,A Delhi university guy is after a girl he likes in a fashion show. In process he comes across a sting operation tape of a politician buying ministers for his government. Guy who use to talk big against 'corruption' comes in lure of money like any layman does on opportunity.,6.0,4.0,1.898,0
Aiyyaa,Bollywood,Romance,"Meenakshi, a Marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses Sridevi, Madhuri and Juhi. Not believing in arranged marriages, Meenakshi awaits her prince when she comes across Tamil artist Surya, to whom she is strangely attracted to.",4.7,23.0,3.656,0
Chittagong,Bollywood,War,"Jhunku, a 14-year-old youth in 1930s British Bangladesh, embarks on a journey to determine where he belongs.",6.6,17.0,2.774,0
Bhoot Returns,Bollywood,Horror,"A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen, escape seems to be their last resort.",3.2,5.0,2.986,0
Student of the Year,Bollywood,Comedy,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,5.8,141.0,16.472,0
Chakravyuh,Bollywood,Thriller,"On the request of his friend Kabir, SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.",6.4,15.0,1.54,0
Ajab Gazabb Love,Bollywood,Romance,"Ajab Gazabb Love ('Strange and Amazing Love') is a 2012 Bollywood romantic comedy film directed by Sanjay Gadhvi and produced by Vashu Bhagnani. The film stars Jackky Bhagnani opposite Nidhi Subbaiah in lead roles, along with Arjun Rampal, Darshan Jariwala and Kirron Kher in supporting roles, whilst Arshad Warsi appears in a cameo role.",5.5,2.0,1.4,0
Luv Shuv Tey Chicken Khurana,Bollywood,Comedy,"On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?",6.3,15.0,2.768,0
Sons of Ram,Bollywood,Animation,"Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty future. Unknown to Ram, far away in sage Valmiki's hermitage, Sita lives as Vandevi, raising their twin sons, Luv & Kush. Though not aware of their lineage, the twins imbibe wisdom, compassion & combat skills that would put any royal prince to shame. Sita teaches Luv -Kush to always work as a team, secretly hoping that her estranged family would find a way to come together one day.",4.0,1.0,0.6,0
Jab Tak Hai Jaan,Bollywood,Drama,A bomb disposal expert becomes bitter and lonely and is unable to fall in love until he is forced to deal with his past.,7.1,220.0,8.787,1
Khiladi 786,Bollywood,Action,"A father who runs a marriage bureau believes that his son is a failure in life. In order to prove him wrong, his son takes on the task of finding a match for a gangster's sister.",4.8,30.0,2.123,0
Dabangg 2,Bollywood,Action,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,5.1,92.0,8.137,0
Morbius,Hollywood,Action,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",6.148,3512.0,124.675,0
The Bubble,Hollywood,Comedy,Sneaking out. Hooking up. Melting down. The cast and crew of a blockbuster action franchise attempt to shoot a sequel while quarantining at a posh hotel.,4.7,363.0,18.841,0
The Contractor,Hollywood,Action,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",6.411,706.0,82.55,0
Better Nate Than Ever,Hollywood,Music,"13-year-old Nate Foster has big Broadway dreams but there’s only one problem — he can’t even land a part in the school play. When his parents leave town, Nate and his best friend Libby sneak off to the Big Apple for a once-in-a-lifetime opportunity to prove everyone wrong. A chance encounter with Nate’s long-lost Aunt Heidi turns his journey upside-down, and together they must learn that life’s greatest adventures are only as big as your dreams.",6.8,82.0,11.562,0
